"PC","Variance_explained","Cumulative_variance"
623,0.0239488876311011,97.7301639490523
624,0.0238909153158847,97.7540548643682
625,0.0238089525487892,97.777863816917
626,0.0236036459097814,97.8014674628268
627,0.0235760326509674,97.8250434954777
628,0.0235048544471869,97.8485483499249
629,0.0232867643947471,97.8718351143197
630,0.0232537113034552,97.8950888256231
631,0.0231352128551468,97.9182240384783
632,0.0229722133031194,97.9411962517814
633,0.0229473665922692,97.9641436183737
634,0.022807643802669,97.9869512621763
635,0.0227682338287664,98.0097194960051
636,0.0226619168164128,98.0323814128215
637,0.0224673841726905,98.0548487969942
638,0.0223438623258181,98.07719265932
639,0.0223074997678293,98.0995001590878
640,0.0221119652004277,98.1216121242883
641,0.02206388404626,98.1436760083345
642,0.0219734932358192,98.1656495015703
643,0.0219315801215452,98.1875810816919
644,0.0217296973884014,98.2093107790803
645,0.0215845076171231,98.2308952866974
646,0.0215421558772167,98.2524374425746
647,0.0214468476800929,98.2738842902547
648,0.0213093768348453,98.2951936670896
649,0.021248707795286,98.3164423748848
650,0.0211140778575967,98.3375564527424
651,0.0209910709607394,98.3585475237032
652,0.0208687559040572,98.3794162796072
653,0.0208250487962385,98.4002413284035
654,0.0207521116103723,98.4209934400139
655,0.0206158778122125,98.4416093178261
656,0.0204322530101186,98.4620415708362
657,0.020384071841435,98.4824256426776
658,0.0202455406611311,98.5026711833388
659,0.0201597678693656,98.5228309512081
660,0.0199739339848955,98.542804885193
661,0.0198836998309786,98.562688585024
662,0.0197554688658996,98.5824440538899
663,0.0196614901754419,98.6021055440653
664,0.0196049894968081,98.6217105335622
665,0.0195040212241028,98.6412145547863
666,0.0194031437442459,98.6606176985305
667,0.0192938684694876,98.679911567
668,0.0191857173248646,98.6990972843248
669,0.019087515949021,98.7181848002739
670,0.0189408810317957,98.7371256813057
671,0.0187918246293186,98.755917505935
672,0.0186328334849344,98.7745503394199
673,0.0185724642395011,98.7931228036594
674,0.0184432793227128,98.8115660829821
675,0.0183355258016984,98.8299016087838
676,0.0182908963174551,98.8481925051013
677,0.0180826523530501,98.8662751574543
678,0.0179809857622216,98.8842561432165
679,0.0177743622151532,98.9020305054317
680,0.0177415673756078,98.9197720728073
681,0.0176767548465775,98.9374488276539
682,0.0176234258217001,98.9550722534756
683,0.0175205748283295,98.9725928283039
684,0.0173887927261843,98.9899816210301
685,0.0172934480218247,99.0072750690519
686,0.0171868182972366,99.0244618873491
687,0.0170104974636323,99.0414723848128
688,0.0168524031886532,99.0583247880014
689,0.0168019561828151,99.0751267441842
690,0.0166315603429032,99.0917583045271
691,0.0165854496738777,99.108343754201
692,0.0162492625275268,99.1245930167286
693,0.0161742498985517,99.1407672666271
694,0.016148325472769,99.1569155920999
695,0.0158057144908797,99.1727213065908
696,0.0156807443044246,99.1884020508952
697,0.0156439264648947,99.2040459773601
698,0.0154663408757443,99.2195123182358
699,0.0153990781517602,99.2349113963876
700,0.0151015689221213,99.2500129653097
701,0.015086289441436,99.2650992547511
702,0.0149696850395893,99.2800689397907
703,0.0148032277977678,99.2948721675885
704,0.014697807625347,99.3095699752138
705,0.0145476077197182,99.3241175829336
706,0.0141900913639095,99.3383076742975
707,0.0140657257068494,99.3523734000043
708,0.0139315608967489,99.3663049609011
709,0.0137889711726086,99.3800939320737
710,0.0134065611900073,99.3935004932637
711,0.0131773472239228,99.4066778404876
712,0.013025761001416,99.419703601489
713,0.0125771734399843,99.432280774929
714,0.0123495991503133,99.4446303740793
715,0.0122089938954253,99.4568393679747
716,0.0120404907474514,99.4688798587222
717,0.0112406776397678,99.480120536362
718,0.0107001386340543,99.490820674996
719,0.0105074573500022,99.501328132346
720,0.0100770446429979,99.511405176989
721,0.0100250341600839,99.5214302111491
722,0.00984801574891376,99.531278226898
723,0.00971817878293124,99.5409964056809
724,0.00917305727032484,99.5501694629513
725,0.0091015949074573,99.5592710578587
726,0.00862785160407505,99.5678989094628
727,0.00851652936188208,99.5764154388247
728,0.00842304046684844,99.5848384792915
729,0.0081567584792258,99.5929952377708
730,0.00813299654412137,99.6011282343149
731,0.00796718815526913,99.6090954224701
732,0.00774561275648199,99.6168410352266
733,0.00762113504149625,99.6244621702681
734,0.00760145609032699,99.6320636263584
735,0.00739417192715726,99.6394577982856
736,0.00731049669409214,99.6467682949797
737,0.00709349884736191,99.6538617938271
738,0.0070226679040522,99.6608844617311
739,0.00690091589176191,99.6677853776229
740,0.00681706157348588,99.6746024391964
741,0.00673083611028112,99.6813332753066
742,0.00654892593483028,99.6878822012415
743,0.00643482560617327,99.6943170268477
744,0.00640915666178991,99.7007261835094
745,0.00612680572872777,99.7068529892382
746,0.00598716636202211,99.7128401556002
747,0.00583579455883402,99.718675950159
748,0.0057987522433694,99.7244747024024
749,0.0057559330866493,99.730230635489
750,0.00558328731488051,99.7358139228039
751,0.00548680866809264,99.741300731472
752,0.00542096608039859,99.7467216975524
753,0.00533990679325054,99.7520616043457
