"taxa","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","COUNTRY.of.origin","Region"
"1190124",1.57015988176815,-2.52781158986006,-28.9164688389492,-0.328402546472612,16.0572099893339,-9.34120125659819,-0.914261978420896,-21.1629719284302,-25.078555752673,9.83706519770985,"India","South/Central Asia"
"1190125",16.9579406615477,-25.9103162594113,-25.0934316623015,-1.87651981829133,20.4115533593237,-8.22158549124015,0.00210888337726128,-23.0209809615199,-30.5300655016435,13.8751771274802,"India","South/Central Asia"
"1190126",23.5811210127717,4.29405535753329,-16.4237248853122,12.0531477386131,7.69219542878754,-20.7300112440624,-5.58088047769583,-7.27126685229315,-13.2435346934441,6.56032281809812,"India","South/Central Asia"
"1190127",17.9629608532299,-21.2644899493386,11.0919714546106,-13.0752497372598,-1.62233414088621,-8.19949661623648,-0.38021703478974,15.2217902852629,-2.41706403774084,-2.18281171876753,"India","South/Central Asia"
"1190128",-25.4412529292513,-11.5777659639538,15.1558239289679,26.1750109462505,-7.82415661533916,-9.06620116469198,10.7125896697916,9.95862011946501,-3.53759363005175,-5.43376892811973,"India","South/Central Asia"
"1190129",-14.0708066975129,-21.8835383786377,0.849971232836095,22.5468936187484,-5.54216477319448,-9.99040460436192,6.07320631474516,-1.31966044100647,-8.74122779022597,-2.52322310924268,"India","South/Central Asia"
"1190130",-13.5543198768877,3.48501833412438,-6.02954540966766,-4.20427409796116,-2.40748980672304,0.467184192847994,12.2320002092827,6.33111367656134,9.9739327289873,-1.30605039572994,"Spain","Western/Southern Europe"
"1190131",-29.6796270592325,0.50455996956407,-1.55005936898654,22.2181203578145,-19.4305580498325,-12.7387947148391,5.63917620728554,-5.4673316070296,5.11306794028351,2.06614224481543,"Spain","Western/Southern Europe"
"1190132",1.97376294836797,-2.04523767422687,-25.4131366933401,1.27006100943,15.9125442256994,-12.460863823629,1.48510549036415,-19.4452781169592,-23.0033326194213,11.3495340083545,"Australia","Oceania"
"1190133",-28.8960103956421,26.3875005087478,-37.3086097903027,5.30041203447943,3.99000131048848,-8.088519573356,13.6249434650519,-16.8974137102356,-2.38315084517605,-5.41457588992286,"Australia","Oceania"
"1190134",-26.993008219211,0.858473661154967,-6.98619104406815,20.4102893858399,-22.7535240232997,-12.3086336741931,-15.258553757566,-25.8289747536091,19.1499180826315,22.941173438699,"Australia","Oceania"
"1190135",-20.425749026607,20.1531324576676,-35.6423047799278,3.20280959034061,6.95254172576412,-5.32306414578014,3.54327567936058,-10.8775875272942,-8.67963974324577,4.66594624280381,"Australia","Oceania"
"1190136",-16.6019586474996,27.5423928756895,-29.5443493347231,6.37807384559549,0.642515969901856,15.7498454106324,-0.344660735329592,-8.87151284249768,-2.53108141283435,-1.00515118904697,"Australia","Oceania"
"1190137",4.26835588899496,-1.71982772588189,-25.8115368135182,2.20767445679854,18.4884690317934,-10.0391503732826,-6.62501866211448,-21.0138296808263,-22.0381118711495,13.9478413207418,"Australia","Oceania"
"1190138",-11.4151727645786,2.62364456557529,-11.7221884274175,-2.37632256067529,4.20355643746709,2.49294595013188,4.23974299747875,-10.572723840636,-1.1511346885622,8.00811486966198,"Australia","Oceania"
"1190139",-38.7621015290894,11.3779146355077,31.5989550956545,-16.5180057322465,1.4015550358709,8.30410151117063,8.02497181732233,-3.93991112275834,1.06653499181512,2.22270665417488,"France","Western/Southern Europe"
"1190140",-38.1127004312331,11.1008009687135,31.4337740405659,-15.9971663000668,1.595435702863,8.37018676472798,7.98306614453515,-3.84055011859259,0.971538818739616,2.16781737488186,"Turkey","Eurasia"
"1190141",-27.566509653194,18.9741550478629,-15.9861472580979,-3.46706205306258,1.20303529034375,-9.87300095185087,20.0951944829294,-7.80329101634104,-12.4167007986118,4.65698293872114,"China","East Asia"
"1190142",-16.3285020475008,-13.7226577588986,1.20087275849038,25.9462275363571,-1.63119915532948,11.7034416736053,29.5594872458216,10.0384747569233,3.25416315773495,16.493273591799,"Morocco","North Africa"
"1190143",-24.5604236458076,8.4992552588518,-9.57784695261134,4.2970448874923,2.51246636591377,21.5891879119291,0.706407668688288,-7.5606638213159,-6.07924341091888,-0.977829284903371,"Spain","Western/Southern Europe"
"1190144",-32.6653706205967,0.0532042053476647,13.9547242864151,28.7028120254457,-43.4730039405188,-15.5775291117529,-28.6479625109996,-36.5515942974062,41.7161798817038,31.3794021421065,"Spain","Western/Southern Europe"
"1190146",-25.7524908396847,11.7240693301895,-6.50250033544126,-3.54287955565034,2.33028642948856,14.799026665302,3.05668514460262,-17.2822946681282,-12.3838407598764,0.764299712690781,"Spain","Western/Southern Europe"
"1190147",-22.6578281428944,10.5402423721781,-24.032431693301,-0.409594257814949,4.99266695828567,9.79761640318441,-4.31228300011072,-15.9886757562163,-15.7702074218412,6.08422983367841,"Iraq","Other/Unknown"
"1190148",-26.1824042266958,1.72336674915317,3.9558848378496,23.3874807559476,-3.4807672348672,9.49984328992521,17.4051081239284,0.401649776045669,-14.9548447476616,-6.72846480910173,"Australia","Oceania"
"1190149",-19.2029487117346,-23.9107365269931,-2.28925110999224,40.842590712698,-2.99706337536708,8.57163248480986,27.4359373961211,-0.532923223222615,-15.9874934931047,-9.19182506097697,"United Kingdom","Other/Unknown"
"1190150",-17.6351306451183,-20.1022365422845,-2.28963985363112,35.5704415494264,-3.66847869608462,11.0701413473799,7.39369038373622,9.5902640159356,-11.7756577583926,-20.6809591423496,"United Kingdom","Other/Unknown"
"1190151",-23.8296434500948,-4.31681360280672,14.6865455666192,26.2135783905611,-10.0350969169185,12.7841318396163,-10.6328596622141,1.62046147430454,-12.5738230061711,-14.972339059551,"Portugal","Western/Southern Europe"
"1190152",-35.8542270120755,25.6115732261438,19.9939868409523,7.03599716010036,11.2443594529551,26.3681667035594,-18.1019512065069,5.34891756693481,-8.11167083944517,2.0290722553665,"Portugal","Western/Southern Europe"
"1190153",-10.4798562617553,17.2268740743426,-13.8869783534569,22.9966408873291,2.02084063654159,42.6195787093616,-53.6444726010404,11.9310801655442,-4.89820422579842,-3.43156899144624,"Portugal","Western/Southern Europe"
"1190154",-18.9725374136025,-45.3148999326104,6.74746005828054,-9.74070475249566,5.7469342391116,2.2199774162533,-6.2866822894378,7.83310056063307,2.99448328313475,-7.30807717573874,"Portugal","Western/Southern Europe"
"1190155",-7.32317015091597,-5.62545240868106,1.94843741109425,1.51831701833569,-1.36627389952337,15.3172605938244,-33.745692055397,18.6291561490674,-4.49803486749524,-8.70287289107188,"Portugal","Western/Southern Europe"
"1190156",-18.5471871365733,-43.6197589350313,7.19972835805155,-9.2388957061389,5.42197970620744,2.39232259546817,-5.74235076259402,7.22459494539707,2.59348427930579,-7.38423706055238,"Yugoslavia","Eastern Europe"
"1190157",-27.0096935145874,-20.8772543259131,21.5749671441565,-16.3118054505716,8.39241065904222,-0.603832268199402,-3.75121791689396,-4.95127328069983,6.82343853140531,-8.43326001224834,"Yugoslavia","Eastern Europe"
"1190158",-21.5062661917673,-31.9048907658609,13.9093063944671,2.93357741319389,-22.1001460236496,-12.318833851651,-15.6701768240518,-15.467893120822,21.6618020727165,11.0160921686305,"Greece","Western/Southern Europe"
"1190159",-21.2867690053057,-31.6907939952968,14.1529236779693,3.07764300814228,-22.1813647187011,-12.4868533651363,-15.5820650248911,-15.3290647534371,21.4553104051854,10.9586854162718,"Bulgaria","Eastern Europe"
"1190160",-27.7448325205423,-5.63991797953343,23.0721545172255,-19.3288652349773,3.03196494890865,-3.55814351964302,-0.603684907741215,-0.874690856345974,-2.50035630808032,4.54668166648863,"Spain","Western/Southern Europe"
"1190161",-27.6816737086762,-17.9782388744199,9.83516642895271,16.9898863780535,-30.8930288889456,-13.2523250071007,-23.4681183268859,-27.6958570570305,34.0137234030066,25.022637431033,"Spain","Western/Southern Europe"
"1190162",-33.0265838637177,-0.201087689461991,13.8264755870651,28.7101653576375,-43.9767560761622,-15.6726562734827,-28.996913927469,-36.7755925334838,42.1438777057767,31.4020997765478,"Spain","Western/Southern Europe"
"1190163",-24.1847577415673,-4.76632437570123,18.0522610579543,-3.04675885780447,-17.1161982301885,-4.64682596490661,-8.1679000731922,-13.2897738995727,11.3089781268499,16.9012393306792,"Spain","Western/Southern Europe"
"1190165",-25.5814279924684,-20.3892203989733,21.1485761451961,15.4957858611707,-36.7850472141649,-12.6386992289809,-20.3873139511306,-27.0495145012383,30.7596789576433,22.7234482339494,"India","South/Central Asia"
"1190166",-2.97184416106138,-22.8989328178557,10.9065490542081,-4.01838157548605,-9.08577873216955,-13.4892796006399,-15.1411435478996,-4.62741818087029,3.95106474215556,5.82056741084495,"India","South/Central Asia"
"1190167",-11.0854845367804,-13.0647346146272,-8.12551581440636,20.4895662135833,4.22769895809981,-10.6461646692287,11.5083396445099,0.130823489388392,1.21014456845332,-0.307038502596649,"India","South/Central Asia"
"1190168",21.4332834908726,-7.20597854495229,16.1940458471244,-7.88034780696371,12.3350110518528,-1.14813965525977,-2.43212610700433,6.72908712833888,7.82833818005902,-2.87061305996861,"China","East Asia"
"1190169",-15.5413893407991,-21.0480074914953,-13.5914551110183,2.1337127393563,11.8664485546781,-15.0683790218429,8.93451377978501,0.695138559840122,8.07437530574331,-5.69704445145076,"China","East Asia"
"1190170",15.0927673416845,15.6455603685967,-14.6167243015058,6.94982985458615,11.2416694710658,1.17117586620683,9.90685795192752,0.258922998765538,10.2775525894688,4.48706150145705,"China","East Asia"
"1190171",12.2825652445842,-25.0857328514174,-2.43241955871667,18.417446212578,0.13844446207016,-0.104816765047196,9.66644781053367,12.0947356566954,3.8081640779998,9.48127533117831,"China","East Asia"
"1190172",-17.710503624564,-7.98303287978086,24.1982274258022,25.3893187193216,-4.9026413378023,-27.7311984471648,-1.55239210914974,-8.26600799105293,-8.7323380107402,-5.84965160781375,"India","South/Central Asia"
"1190173",-29.008291093066,20.8346377442929,-15.420096832673,-1.46255189922123,4.73796473674489,-6.18441747277741,16.5350705046711,-5.04837172163714,-14.2996214241077,3.70884872792868,"Australia","Oceania"
"1190174",-22.668932408211,20.7271123853181,-17.6828257418363,-3.34151998446082,1.03409989720808,0.214651898318701,11.6787671671975,-4.31487742392467,-17.2608314820281,5.77849585542418,"India","South/Central Asia"
"1190175",-16.1168173765883,-13.503849310777,1.11938017304559,25.6821400930579,-1.67786322032616,11.6064089755295,29.0981515286311,9.51665300920143,2.90608243294491,16.115858601317,"China","East Asia"
"1190176",16.8866445032182,-11.0224470344555,13.7082948523872,15.616694549824,-11.8168324116961,-6.40237348034476,2.76270918032987,-1.63976751233112,-13.1287652604977,-17.0589291693624,"Afghanistan","South/Central Asia"
"1190177",-8.90312527704783,16.1331770394938,-19.6539295774038,27.1840994475006,5.45164907830274,41.4724297282319,-59.1081038060335,16.4135189679847,-6.56557609216871,-1.6203974424019,"Portugal","Western/Southern Europe"
"1190178",-14.4147371299222,-8.49177223828897,-8.00079381995541,14.6181599746022,-1.77569185298992,11.5983646151819,16.8691344497398,-0.285296127274092,4.45395854000799,-8.43259894393777,"Yugoslavia","Eastern Europe"
"1190179",-19.1038706713078,0.412022938271425,-12.9419277269046,13.1589547701543,-5.38408487122264,2.66456487445603,9.7267403136187,0.237362577886932,11.7096256430432,-11.6782301396265,"Greece","Western/Southern Europe"
"1190180",-28.8213688729741,9.65520799379428,21.5566912627629,-8.99813640142419,-0.602667737380679,2.3314069981051,-4.35269911258638,3.93420780714365,-2.92943071436732,3.04477462250319,"Spain","Western/Southern Europe"
"1190181",-9.3870504027542,-50.5576349041944,-9.45834913821399,7.06562471056051,5.87901252910152,0.138643258659623,-5.18874021616603,-0.00908224043065043,6.43061960374742,-3.40435295419208,"Poland","Eastern Europe"
"1190182",-15.5544890052389,-37.0183939882962,-1.15070094014188,24.896029950451,0.168909524440195,8.63389086611506,15.9375371366602,-0.577410239424693,-2.22949363031954,-13.4103072236802,"Poland","Eastern Europe"
"1190183",4.77215008989864,-42.9835609238738,-27.3492186819925,-5.75215683719178,12.4902463302221,9.06119167997647,0.297051893339187,-29.4572874874784,-31.0639020443626,20.2614271393242,"Poland","Eastern Europe"
"1190184",4.75439733264721,-42.7050641143711,-27.1729824783898,-5.5518358663657,12.4768256129506,9.24311449959704,0.681035464576971,-29.3864406466429,-30.8903161753224,20.3921676645407,"Poland","Eastern Europe"
"1190185",-9.70266501269272,-19.4905144747899,-5.42123762272929,-1.46735431986727,-1.11462781085087,-2.3590471178456,11.7464432671083,-0.143480777601918,7.86804611227544,-3.24758860801392,"Italy","Western/Southern Europe"
"1190186",-7.90745401242795,-17.9303035187635,-3.39734576698914,-2.48631442136537,-1.65757234180747,1.00529639042777,11.6398986871889,3.25096547545447,5.11632162322494,1.02678437152113,"Italy","Western/Southern Europe"
"1190187",-36.5705230976977,23.7354783234163,48.1315720619697,-24.7506974222156,14.6142191252495,12.7890249903817,3.13440420903936,-18.5645330908755,-7.62091652441489,3.44581551457329,"Italy","Western/Southern Europe"
"1190188",-0.792370520967751,-48.6663352588718,-9.10657795013467,-9.25610436324407,-0.777172058596612,-2.84932157234327,-5.10225341522486,3.9185265677353,10.4934349187297,-0.920645643301738,"France","Western/Southern Europe"
"1190189",-22.2759975438066,-5.17893667174881,4.69658763968646,19.6169340697785,-17.4717156431325,-16.9387396635843,-0.478498727825152,-3.89613649690399,10.7657630815632,9.7076142553879,"France","Western/Southern Europe"
"1190190",-29.1058303106519,-27.1340739031297,17.3039460816515,29.4346611032743,-7.23090308149745,2.63412331643931,20.3849540625611,9.89886080948347,-12.7319476345765,-12.3085708106639,"France","Western/Southern Europe"
"1190191",-30.9763331660611,-25.6327445926407,19.262970049987,42.4352467594721,-11.4647101544744,9.19347690702693,23.66614734856,5.6156690792527,-22.0591357871912,-16.3546728716459,"France","Western/Southern Europe"
"1190192",-34.9954254995111,9.6851046937994,34.6423682385135,10.7788680104846,7.27861688935916,12.1297473609117,6.27571336495434,-4.45549191815939,-6.8199973940482,-9.7413905696204,"France","Western/Southern Europe"
"1190193",-33.5170839338429,0.326423350883587,14.3866466482246,28.5885680891322,-43.982519458335,-15.6454229582268,-28.9415397397078,-37.0808894845744,42.4370293650264,30.7544537774508,"France","Western/Southern Europe"
"1190194",-32.6380956410856,0.0535298958279927,13.8652276561546,28.2953230589042,-43.2091575441673,-15.3212490706293,-28.719633609455,-36.4187074752062,41.7780027337226,31.5426832987682,"France","Western/Southern Europe"
"1190195",-34.836867782198,1.80935378719245,17.859843931951,26.1667573977494,-0.718953666687411,8.57375809290294,19.044707665271,5.62611383840335,-20.5025348481257,-7.31302848613634,"India","South/Central Asia"
"1190196",-29.0872676961985,-17.9214723272407,10.999206132557,50.5886344932514,-11.3458952056168,5.69841911362875,32.0210139297809,7.14971817059017,-14.347857104375,-16.2081970018269,"","Other/Unknown"
"1190197",-36.7181564003829,-19.8190967853398,22.4146330721063,53.1499108685746,-13.1068666323492,7.27456585529256,26.0128436035206,9.52961830146782,-21.6720308782023,-21.5291941446391,"India","South/Central Asia"
"1190198",11.7674729352856,6.83633614863386,3.55269459460993,4.16422885479342,4.32651053094029,-28.7273151280264,-11.2028116116398,12.2829801538441,-17.912198237786,15.4096440520785,"India","South/Central Asia"
"1190199",65.9274054429543,18.022010014289,5.79220955100962,11.3211526624919,22.8129043861552,-27.5177427813469,-12.1707373851924,-5.29703619685416,-6.02574498107904,-6.56991152630637,"India","South/Central Asia"
"1190200",-36.7411249739004,-19.9362746913938,22.4010934153274,53.1609620728553,-13.2257052792007,7.27813392063877,26.1653177432492,9.52228067337334,-21.5664168061355,-21.2896508418551,"France","Western/Southern Europe"
"1190201",-34.2847073580521,2.95913302664547,22.0807207099049,9.23890673486495,-6.39772928212314,14.1965854682697,-2.29182157655834,-2.25823939766421,-4.51445215291708,-3.85500100145907,"Spain","Western/Southern Europe"
"1190202",-34.3201305128416,2.97292317785016,22.2670523931488,9.37784372780962,-6.44683463038721,14.0737822184899,-2.26987445654321,-2.22287755482789,-4.43243802206731,-3.81831903454671,"Spain","Western/Southern Europe"
"1190203",-21.4366948422081,-42.6355262480238,2.88096410381112,16.1253088282998,15.6723915048812,4.08044204208664,4.63301313352993,-10.7312381151041,-25.3802191039576,0.000169690742946594,"India","South/Central Asia"
"1190204",-12.2120627192605,-53.3152616396349,-20.2153515220144,6.25140659518676,20.7062742638554,6.95049889783903,0.307518368514315,-25.3329277990546,-27.176614266727,15.0207541687788,"India","South/Central Asia"
"1190205",-12.0300707878855,-52.6133350309226,-20.0513849619908,6.2657490117802,20.5784867280572,6.81784135861112,-0.0711482626552514,-25.2496864647945,-26.847149490902,14.7144423964559,"India","South/Central Asia"
"1190206",-12.2293702917759,-53.2577032259834,-20.2862184253367,6.25543770314176,20.5997270193012,6.96167276475847,0.247700029155765,-25.5999579704389,-27.2069869902966,15.084811822165,"India","South/Central Asia"
"1190207",42.1526908391757,13.215316377904,0.730441868447684,11.7646474627842,19.4694751041098,-22.2002633647637,-11.5852428943094,-5.36399740419485,-0.529763842213437,-10.8969705689758,"Iran","South/Central Asia"
"1190208",40.2768171324612,13.8078109435802,-0.935399187273641,8.98330466821804,19.0221976199418,-21.3755351723709,-10.1804840368042,-8.1866899166214,-1.60863208677472,-13.1636475231479,"India","South/Central Asia"
"1190209",40.744016079277,4.35007782766933,-7.95872378258501,-9.34742222080023,-4.19413711897578,-4.06171199126522,8.15825184386579,7.25034724462873,-2.68053891388942,8.3862324981223,"Egypt","Other/Unknown"
"1190210",1.45071849549699,2.89212701853611,25.412370255895,29.0232994895998,-7.95023012731251,-23.0008369604297,1.91439834491373,9.19777779763675,-17.0371033366808,-19.1557677120965,"India","South/Central Asia"
"1190211",-23.78368044423,-12.4671012127474,2.47135189204334,9.57495488407332,-7.9095720295302,-2.71801965322864,-7.02524146620883,-3.09982542237905,3.30408686772771,3.65704187687699,"France","Western/Southern Europe"
"1190212",-24.2441484784825,10.5492326773252,-29.8208944863826,-1.3069507284071,10.5058917853289,-15.3912354940773,-0.0453300031052104,0.71931977732728,4.86435668646618,-9.31860735315494,"Morocco","North Africa"
"1190213",-11.8549085323053,-32.9452670689019,-18.1312638169407,-9.07035152349563,8.08165953334576,-3.54018226970643,1.94626520926272,5.55968824501517,13.7535616393236,-15.4934951771669,"Morocco","North Africa"
"1190214",-26.9172511650507,44.8816516188436,-44.5661114026112,-0.507589519697625,3.99894053143803,-8.17916061134953,2.2593659910818,-3.70778345794704,4.74193484578574,-14.3254520840242,"Morocco","North Africa"
"1190215",-26.9990642412181,44.9183551994515,-44.7559327113338,-0.514924141948294,3.99768554269547,-8.2379596807029,2.33382455223399,-3.65174625425662,4.63936702396635,-14.2323035982794,"Morocco","North Africa"
"1190216",-25.5860288345461,34.4606173614383,-31.6948707083269,-3.3267928537737,-1.37761294995664,-18.6515065530943,10.3586593333098,-2.43140340077235,5.38205134667602,-18.0622169662071,"Morocco","North Africa"
"1190217",-27.4866561402509,45.5489583015981,-45.8801215689611,-0.826187790811996,3.82147609779465,-10.8022491738835,7.58731269607975,-5.0620471486734,8.54692593705092,-19.3246738980134,"Morocco","North Africa"
"1190218",-28.1964143181976,39.41415308749,-34.929703389463,-4.10953936913345,2.1691561337364,-10.3860736532647,9.96425682416863,-1.9344528348394,1.04692645275604,-15.4264168925047,"Tunisia","North Africa"
"1190219",-8.85567041136437,11.0050497273113,-17.1993868927275,-2.80936315972948,-9.96032278702795,-3.83278748497223,-5.68508060832274,8.65309519776567,3.83492007886097,3.53420077028318,"Spain","Western/Southern Europe"
"1190220",-13.4613168680455,21.7570789004254,-23.8775811071211,-1.46541616432459,-10.7521605552743,-22.6038484422369,-4.48713480234114,9.67645898620788,-0.241859968398205,-4.60253738540216,"Spain","Western/Southern Europe"
"1190221",-5.80113346964669,5.12993185196076,-14.76615561026,-4.90301725340364,-13.0801979043204,-6.05297701723275,3.10226651943152,14.2702408767179,3.45950916602034,5.52751685948272,"Spain","Western/Southern Europe"
"1190222",-29.9619897401098,37.9660136544026,-37.0360731649226,-5.10347347038368,-0.550852433991695,-6.81986821457399,-0.659135019227504,-3.85199869780594,2.67464840776813,-7.19756227431358,"Crete","Other/Unknown"
"1190223",-3.91304226165277,19.4589877580981,-25.5282561480203,-6.5412056456086,-1.93565838089821,-3.17987845517844,8.32811196947097,-1.8467128303677,-2.08142165965169,-15.1878368242765,"Burma","Other/Unknown"
"1190224",-14.5584649253177,39.1172534448326,-29.3595693204992,-2.77505874422573,9.32246538529488,-11.2673271815679,5.75442957066803,-2.31790386287752,2.02402634346142,-9.69659229418177,"China","East Asia"
"1190225",-33.3668727391126,25.3108738838147,28.5101608132643,-21.1897990177196,14.6083691004188,11.8614984045638,-0.932776144721593,-10.7560701850236,2.34761892920972,-1.94877009594915,"Canary Islands","North Africa"
"1190226",-15.0996595821265,14.8001154813562,-24.9458715784638,-2.575283923727,-6.20384815886028,-4.71849078110058,-0.147769414430803,1.84399901946229,0.539730586314412,-10.1770160796384,"Spain","Western/Southern Europe"
"1190227",-20.815227627317,-12.7924508799242,10.5239239306083,17.863354570645,-3.22173150909782,3.87279095992917,14.2545477727958,-4.46490949367551,1.81449731212039,2.71503973877107,"Spain","Western/Southern Europe"
"1190228",-8.97425352211117,11.3772776132541,-16.8844072094862,-6.75421718883726,-12.0081979850908,-14.2681768858729,-6.08616086498519,11.4141017483094,3.86763830696475,2.27125818195266,"Spain","Western/Southern Europe"
"1190229",-31.519360182816,17.5629262985974,32.8189306304913,-18.8354399499225,13.7209864564269,4.32129760236025,-2.19060844273113,-11.4123257226485,-2.52333578245768,-4.69183722394833,"Portugal","Western/Southern Europe"
"1190230",-36.984160825937,32.2063536117345,5.66457161656768,-13.9864695984852,10.8264765558683,-15.834503840143,-4.65884019072716,0.205197970575209,-5.79680808178524,-11.1474425089023,"Portugal","Western/Southern Europe"
"1190231",-18.8713870194718,-31.8868511861782,4.00547642433399,30.2530318952344,-6.59853716789061,-0.361061790832816,14.6481628835968,1.83914495898291,-0.816251976956895,-3.15097450183821,"Hungary","Other/Unknown"
"1190232",13.1465224555461,10.908148930059,-8.03388071128123,2.78033066602612,22.6038326990791,-20.239990436362,-2.61517918135143,-10.271237465316,-4.63515622380111,2.33527229682541,"India","South/Central Asia"
"1190233",-8.59382746789211,-21.1736667319208,7.88284065610423,-12.306350383807,3.51070863027554,-5.02676873560962,-0.5622469781984,6.13749774137668,-1.34553763679064,-6.38476552732693,"India","South/Central Asia"
"1190234",-9.86830492311922,-46.8704311790766,-10.8235412225679,-10.9218502394833,9.93639257487811,-4.88256849348813,0.209856863748195,7.33199949461562,13.5523434080891,-5.80033954812795,"Yugoslavia","Eastern Europe"
"1190235",-9.68638027006693,-45.9392026454208,-10.5084035576358,-10.6797821040842,9.81442573295001,-4.89519889266688,0.434162838286931,7.00823365621545,12.9678079443959,-5.63593006204899,"Greece","Western/Southern Europe"
"1190236",-7.44142384576969,-27.8417564291053,-0.615810909667901,-20.4737387346805,1.00597123095656,-4.00330993436361,-5.6679745840923,12.182215654379,9.28537762698647,-12.8705865064944,"Greece","Western/Southern Europe"
"1190237",14.3744371912255,-17.6313388447786,-11.4171695995901,-20.1313855503503,-10.1024447068526,-2.36109170494327,-3.11228658945063,5.58085332932334,11.1468409278843,-7.02304274524898,"Iran","South/Central Asia"
"1190238",31.0105417487264,-7.46962938619536,-1.49055249328026,-13.6380670969927,-8.8041714650044,-7.93107633123309,8.0532096136225,-4.2338031456691,-0.579161236814353,-2.2558474867722,"Iran","South/Central Asia"
"1190239",-12.3406003070675,15.8687742934896,-21.9420704324384,-2.0010915186193,-8.53225416777566,-20.2226538150914,-5.11836423037802,5.24419284562145,2.98587616535594,-6.96532690274177,"Spain","Western/Southern Europe"
"1190240",28.1706757040942,-10.1326526648549,-6.59057883902533,-8.32296662173674,-8.42932901093485,-8.92294755603783,6.83968987220882,6.81023452491372,3.32268173278451,5.51013210486986,"Iran","South/Central Asia"
"1190241",60.5794892473618,14.3761947455885,4.73643390479071,0.672253022565642,4.91832047042964,-18.2073650401297,-1.580456157438,-1.36078982151973,-5.31422116499761,-1.2575995311121,"India","South/Central Asia"
"1190242",67.5306498759062,12.7835950765267,9.43918492362106,6.10174798006488,8.45772890984976,-13.7931517228667,-5.58843627792078,-6.33755713614273,-2.49832356500272,-6.7325761899693,"India","South/Central Asia"
"1190243",23.8100551940592,21.6367679198336,-16.0734062325959,-6.24704408414259,-11.0387966360342,-0.283683437470867,-6.61152809749894,-1.66529574752742,2.83626651420274,-16.5587898611495,"India","South/Central Asia"
"1190244",-9.07423166991464,19.6444189971155,28.7477422281514,-13.826863783252,21.5741496909846,1.97274274481647,-7.18814630805507,-4.103874541561,2.73978496622124,-7.64450760883205,"India","South/Central Asia"
"1190245",-27.1539180769463,36.1188883264958,-36.2598117001839,-3.96868559957858,1.59006644584146,2.75834839320909,10.9732521390432,-9.39048700202046,5.64572744688291,0.261940821135075,"Australia","Oceania"
"1190246",65.5497978235636,11.5972445271284,11.7715901047734,1.21330877217069,2.71125344008379,-12.1182610165957,-5.26068076546596,-7.27418852072044,-4.53496510258183,-9.65657447380892,"India","South/Central Asia"
"1190247",30.8155181815447,33.2439088623142,-8.78340410391377,2.60369428030972,-2.70223227344705,-11.1303895051804,1.76363193529213,-10.3572077537708,10.9311304888239,-22.4419686970383,"India","South/Central Asia"
"1190248",30.4756525971924,19.2582584937502,21.5918565115698,6.2497457384804,6.34999441686956,-26.0924467812149,-6.73480520063847,-3.31368113001546,-18.4612596126267,-14.030746605747,"India","South/Central Asia"
"1190249",-16.0333400834782,11.2921011198624,-14.0363412192076,-2.50970544282009,-4.01963792285531,1.65391759325764,4.63113715307413,-6.999235331613,-4.49518151527931,5.54815607798624,"India","South/Central Asia"
"1190250",-18.322985847828,16.4650578759885,-13.5010431557049,-2.47396756071203,-3.6324763821726,2.84237803337443,-0.070810351667161,-3.51028869003039,-1.7811533454304,7.43267302806256,"China","East Asia"
"1190251",-25.9129019395151,39.9788711659988,-44.4754595796236,4.44823953372193,-0.0868717891011335,-12.3738639518617,10.5436813339169,-2.65798999151163,7.85124883186515,-21.1251298113701,"Australia","Oceania"
"1190252",-26.6840394380838,40.714566621798,-45.6985623950259,4.44245773123629,-0.163943909579492,-12.7613263739044,10.9861356603744,-2.75216759604069,8.58647403318349,-21.7323009304071,"Algeria","Other/Unknown"
"1190253",-27.4464310031714,39.0248918743926,-38.0427278779636,2.34062303004167,-1.60288201515125,-11.6938805993799,7.06952233175425,-3.21949419968678,6.24883983860133,-15.7927600050612,"Morocco","North Africa"
"1190254",-31.4149112321285,27.274932712857,17.0219077770038,-18.2256761643104,7.10545605169116,-29.0333569875723,-11.4011373640114,27.6589812776398,-24.0373438074672,17.2489553119154,"Morocco","North Africa"
"1190255",-25.1913530772297,28.1226199517879,-3.12317492959381,-8.36639125883331,5.81759766400067,-24.4911230038945,-7.58072635038806,24.9963604604402,-19.0231679783759,21.882700396232,"Tunisia","North Africa"
"1190256",-15.4735770172323,25.3107064665583,1.47779626821254,15.7108262352644,4.72532768389579,-7.25040004382442,-3.64167899946406,6.06131721125256,-2.40401487216491,-14.6028655923548,"Tunisia","North Africa"
"1190257",3.40682455836552,29.4398535306214,3.06893231653641,2.87968037107567,10.1767693708759,-10.7408964676679,-12.807547192895,-0.385942386552098,-4.22912284763145,-22.943564118101,"Tunisia","North Africa"
"1190258",-40.796282135031,17.4177556855452,25.4391383089069,-13.7548908130237,5.26466926618972,10.4891718951399,7.36761255398818,-7.00940010499487,-2.96701766929469,3.9326598189862,"Morocco","North Africa"
"1190259",-19.5434203856491,38.518080556272,-41.0784808281238,3.47992338564847,-0.604293749863319,-10.3063340788308,8.63710601118045,0.996323585655468,6.3421781394109,-18.8611708211119,"Morocco","North Africa"
